locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEOAGECF_06267	CDS	531				hypothetical protein
DEOAGECF_06268	CDS	2037	acnA	4.2.1.3	COG1048	Aconitate hydratase A
DEOAGECF_06269	CDS	2778				hypothetical protein
DEOAGECF_06270	CDS	675	pleD			Response regulator PleD
DEOAGECF_06271	CDS	5478	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
DEOAGECF_06272	CDS	2649				hypothetical protein
DEOAGECF_06273	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
DEOAGECF_06274	CDS	558	rplE		COG0094	50S ribosomal protein L5
DEOAGECF_06275	CDS	324	rplX		COG0198	50S ribosomal protein L24
DEOAGECF_06276	CDS	369	rplN		COG0093	50S ribosomal protein L14
DEOAGECF_06277	CDS	288	rpsQ		COG0186	30S ribosomal protein S17
DEOAGECF_06278	CDS	225	rpmC		COG0255	50S ribosomal protein L29
DEOAGECF_06279	CDS	420	rplP		COG0197	50S ribosomal protein L16
DEOAGECF_06280	CDS	831	rpsC		COG0092	30S ribosomal protein S3
DEOAGECF_06281	CDS	348	rplV		COG0091	50S ribosomal protein L22
DEOAGECF_06282	CDS	282	rpsS		COG0185	30S ribosomal protein S19
DEOAGECF_06283	CDS	837	rplB			50S ribosomal protein L2
DEOAGECF_06284	CDS	420				hypothetical protein
DEOAGECF_06285	CDS	657	rplD		COG0088	50S ribosomal protein L4
DEOAGECF_06286	CDS	645	rplC		COG0087	50S ribosomal protein L3
DEOAGECF_06287	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
DEOAGECF_06288	CDS	165				hypothetical protein
DEOAGECF_06289	CDS	357				hypothetical protein
DEOAGECF_06290	CDS	294				hypothetical protein
DEOAGECF_06291	CDS	288				hypothetical protein
DEOAGECF_06292	CDS	1491	deaD_5	3.6.4.13		ATP-dependent RNA helicase DeaD
DEOAGECF_06293	CDS	204	scoF_2		COG1278	Cold shock protein ScoF
DEOAGECF_06294	CDS	624				hypothetical protein
DEOAGECF_06295	CDS	237			COG3039	IS5 family transposase IS1647
DEOAGECF_06296	CDS	498			COG3039	IS5 family transposase IS1647
DEOAGECF_06297	CDS	738				hypothetical protein
DEOAGECF_06298	CDS	909	adh_2	1.1.1.1		Alcohol dehydrogenase
DEOAGECF_06299	CDS	918			COG3039	IS5 family transposase IS4811
DEOAGECF_06300	CDS	648				hypothetical protein
DEOAGECF_06301	CDS	195				hypothetical protein
DEOAGECF_06302	CDS	744	nimR_3			HTH-type transcriptional regulator NimR
DEOAGECF_06303	CDS	1197	fsr			Fosmidomycin resistance protein
DEOAGECF_06304	CDS	570				hypothetical protein
DEOAGECF_06305	CDS	264				hypothetical protein
DEOAGECF_06306	CDS	339				hypothetical protein
DEOAGECF_06307	CDS	339				hypothetical protein
DEOAGECF_06308	CDS	744				hypothetical protein
DEOAGECF_06309	CDS	903				hypothetical protein
DEOAGECF_06310	CDS	1431	stp_5			Multidrug resistance protein Stp
DEOAGECF_06311	CDS	1074	chiD	3.2.1.14		Chitinase D
DEOAGECF_06312	CDS	621	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
DEOAGECF_06313	CDS	1383	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
DEOAGECF_06314	CDS	1005	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
DEOAGECF_06315	CDS	771	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
DEOAGECF_06316	CDS	903	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
DEOAGECF_06317	CDS	420	zur_2		COG0735	Zinc uptake regulation protein
DEOAGECF_06318	CDS	843		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
DEOAGECF_06319	CDS	750	recO			DNA repair protein RecO
DEOAGECF_06320	CDS	222				hypothetical protein
DEOAGECF_06321	CDS	1659				hypothetical protein
DEOAGECF_06322	CDS	924				hypothetical protein
DEOAGECF_06323	CDS	1500	efpA_2			putative MFS-type transporter EfpA
DEOAGECF_06324	CDS	1161				hypothetical protein
DEOAGECF_06325	CDS	717				hypothetical protein
DEOAGECF_06326	CDS	615				hypothetical protein
DEOAGECF_06327	CDS	1404	pepN_5	3.4.11.2		Aminopeptidase N
DEOAGECF_06328	CDS	570				hypothetical protein
DEOAGECF_06329	CDS	1278				hypothetical protein
DEOAGECF_06330	CDS	666	liaR_8		COG2197	Transcriptional regulatory protein LiaR
DEOAGECF_06331	CDS	207	yceD_5		COG2310	General stress protein 16U
DEOAGECF_06332	CDS	606	orn	3.1.-.-	COG1949	Oligoribonuclease
DEOAGECF_06333	CDS	1257	rhaS_5			HTH-type transcriptional activator RhaS
DEOAGECF_06334	CDS	354				hypothetical protein
DEOAGECF_06335	CDS	528				hypothetical protein
DEOAGECF_06336	CDS	1818	glmS_3	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DEOAGECF_06337	CDS	294				hypothetical protein
DEOAGECF_06338	CDS	882				hypothetical protein
DEOAGECF_06339	CDS	1773	iucC	6.3.2.39	COG4264	Aerobactin synthase
DEOAGECF_06340	CDS	555				hypothetical protein
DEOAGECF_06341	CDS	1281	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
DEOAGECF_06342	CDS	1443	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
DEOAGECF_06343	CDS	534				hypothetical protein
DEOAGECF_06344	CDS	234				hypothetical protein
DEOAGECF_06345	CDS	663				hypothetical protein
DEOAGECF_06346	CDS	456				hypothetical protein
DEOAGECF_06347	CDS	1797				hypothetical protein
DEOAGECF_06348	CDS	645				hypothetical protein
DEOAGECF_06349	CDS	582	mneA			Putative manganese exporter
DEOAGECF_06350	CDS	666	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
DEOAGECF_06351	CDS	840				hypothetical protein
DEOAGECF_06352	CDS	723				hypothetical protein
DEOAGECF_06353	CDS	2064	mdtD_12			Putative multidrug resistance protein MdtD
DEOAGECF_06354	CDS	501				hypothetical protein
DEOAGECF_06355	CDS	1575	nanT_2			Sialic acid transporter NanT
DEOAGECF_06356	CDS	804				hypothetical protein
DEOAGECF_06357	CDS	972				hypothetical protein
DEOAGECF_06358	CDS	375	ehpR			Phenazine antibiotic resistance protein EhpR
DEOAGECF_06359	CDS	1110				hypothetical protein
DEOAGECF_06360	CDS	1998			COG2200	putative signaling protein
DEOAGECF_06361	CDS	1329				hypothetical protein
DEOAGECF_06362	tRNA	75				tRNA-Lys(ctt)
DEOAGECF_06363	CDS	351				hypothetical protein
DEOAGECF_06364	CDS	1551				hypothetical protein
DEOAGECF_06365	CDS	318	lsr2			Nucleoid-associated protein Lsr2
DEOAGECF_06366	tRNA	74				tRNA-Gly(gcc)
DEOAGECF_06367	CDS	963	drrA_14	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
DEOAGECF_06368	CDS	816				hypothetical protein
DEOAGECF_06369	CDS	1251				hypothetical protein
DEOAGECF_06370	CDS	615	desR_2		COG2197	Transcriptional regulatory protein DesR
DEOAGECF_06371	tRNA	76				tRNA-Gly(gcc)
DEOAGECF_06372	CDS	900	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DEOAGECF_06373	CDS	1503				hypothetical protein
DEOAGECF_06374	CDS	1866				hypothetical protein
DEOAGECF_06375	CDS	1251	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DEOAGECF_06376	CDS	384				hypothetical protein
DEOAGECF_06377	CDS	288				hypothetical protein
DEOAGECF_06378	CDS	324				hypothetical protein
DEOAGECF_06379	CDS	663				hypothetical protein
DEOAGECF_06380	CDS	651				putative HTH-type transcriptional regulator
DEOAGECF_06381	CDS	684				hypothetical protein
DEOAGECF_06382	CDS	690	cutC		COG3142	Copper homeostasis protein CutC
DEOAGECF_06383	CDS	2046	helD	3.6.4.12	COG3973	DNA helicase IV
DEOAGECF_06384	CDS	186				hypothetical protein
DEOAGECF_06385	CDS	390				hypothetical protein
DEOAGECF_06386	CDS	1644				hypothetical protein
DEOAGECF_06387	CDS	267				hypothetical protein
DEOAGECF_06388	CDS	117				hypothetical protein
DEOAGECF_06389	CDS	903				hypothetical protein
DEOAGECF_06390	CDS	1209				hypothetical protein
DEOAGECF_06391	CDS	660				hypothetical protein
DEOAGECF_06392	CDS	1467	btuD_29	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_06393	CDS	1098	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
DEOAGECF_06394	CDS	1029	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
DEOAGECF_06395	CDS	1800	oppA_4		COG4166	Oligopeptide-binding protein OppA
DEOAGECF_06396	CDS	1008	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
DEOAGECF_06397	CDS	798				hypothetical protein
DEOAGECF_06398	CDS	768				hypothetical protein
DEOAGECF_06399	CDS	669				hypothetical protein
DEOAGECF_06400	CDS	192	fhaB		COG1716	FHA domain-containing protein FhaB
DEOAGECF_06401	CDS	1599	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DEOAGECF_06402	CDS	1437	rodA_2		COG0772	putative FtsW-like protein
DEOAGECF_06403	CDS	1473	pbpA_4		COG0768	Penicillin-binding protein A
DEOAGECF_06404	CDS	2043	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DEOAGECF_06405	CDS	771	srtE2	3.4.22.70	COG3764	Sortase SrtE2
DEOAGECF_06406	CDS	1041	srtE1	3.4.22.70	COG3764	Sortase SrtE1
DEOAGECF_06407	CDS	639	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DEOAGECF_06408	CDS	162				hypothetical protein
DEOAGECF_06409	CDS	780				hypothetical protein
DEOAGECF_06410	CDS	255	crgA			Cell division protein CrgA
DEOAGECF_06411	CDS	3414	smc		COG1196	Chromosome partition protein Smc
DEOAGECF_06412	CDS	1419	xylE_2			D-xylose-proton symporter
DEOAGECF_06413	CDS	1455				hypothetical protein
DEOAGECF_06414	CDS	1209	ftsY		COG0552	Signal recognition particle receptor FtsY
DEOAGECF_06415	CDS	672				hypothetical protein
DEOAGECF_06416	CDS	1407				hypothetical protein
DEOAGECF_06417	CDS	1011				hypothetical protein
DEOAGECF_06418	CDS	1215				hypothetical protein
DEOAGECF_06419	CDS	1056	bcrA_5			Bacitracin transport ATP-binding protein BcrA
DEOAGECF_06420	CDS	882				hypothetical protein
DEOAGECF_06421	CDS	1446				hypothetical protein
DEOAGECF_06422	CDS	975	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
DEOAGECF_06423	CDS	471				hypothetical protein
DEOAGECF_06424	CDS	624				hypothetical protein
DEOAGECF_06425	CDS	1059	rarD		COG2962	Protein RarD
DEOAGECF_06426	CDS	855	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
DEOAGECF_06427	CDS	492	sti_2			subtilase-type protease inhibitor
DEOAGECF_06428	CDS	4548				hypothetical protein
DEOAGECF_06429	CDS	579				HTH-type transcriptional repressor
DEOAGECF_06430	CDS	1230				putative transporter
DEOAGECF_06431	CDS	1656	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
DEOAGECF_06432	CDS	597				hypothetical protein
DEOAGECF_06433	CDS	327				hypothetical protein
DEOAGECF_06434	CDS	1044	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
DEOAGECF_06435	CDS	699		1.-.-.-		putative oxidoreductase
DEOAGECF_06436	CDS	1146				hypothetical protein
DEOAGECF_06437	CDS	642	liaR_9		COG2197	Transcriptional regulatory protein LiaR
DEOAGECF_06438	CDS	246	chpE			Chaplin-E
DEOAGECF_06439	CDS	840				hypothetical protein
DEOAGECF_06440	CDS	798	ylmA_2	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
DEOAGECF_06441	CDS	435				hypothetical protein
DEOAGECF_06442	CDS	960			COG0330	putative protein
DEOAGECF_06443	CDS	507				hypothetical protein
DEOAGECF_06444	CDS	540				hypothetical protein
DEOAGECF_06445	CDS	783	spo0M		COG4326	Sporulation-control protein spo0M
DEOAGECF_06446	CDS	642		3.2.2.-		Putative 3-methyladenine DNA glycosylase
DEOAGECF_06447	CDS	267				hypothetical protein
DEOAGECF_06448	CDS	1824	chtA	3.2.1.14		Chitinase 63
DEOAGECF_06449	CDS	447				hypothetical protein
DEOAGECF_06450	CDS	375	atpC			ATP synthase epsilon chain
DEOAGECF_06451	CDS	1437	atpD	7.1.2.2		ATP synthase subunit beta
DEOAGECF_06452	CDS	918	atpG			ATP synthase gamma chain
DEOAGECF_06453	CDS	1590	atpA	7.1.2.2		ATP synthase subunit alpha
DEOAGECF_06454	CDS	816	atpH_1			ATP synthase subunit delta
DEOAGECF_06455	CDS	561	atpF		COG0711	ATP synthase subunit b
DEOAGECF_06456	CDS	225	atpH_2			ATP synthase subunit c
DEOAGECF_06457	CDS	825	atpB			ATP synthase subunit a
DEOAGECF_06458	CDS	435				hypothetical protein
DEOAGECF_06459	CDS	1137	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
DEOAGECF_06460	CDS	447	tatB_2			Sec-independent protein translocase protein TatB
DEOAGECF_06461	CDS	672				hypothetical protein
DEOAGECF_06462	CDS	1134	mrp		COG0489	Iron-sulfur cluster carrier protein
DEOAGECF_06463	CDS	600				hypothetical protein
DEOAGECF_06464	CDS	1293				hypothetical protein
DEOAGECF_06465	CDS	738				hypothetical protein
DEOAGECF_06466	CDS	513				hypothetical protein
DEOAGECF_06467	CDS	1116	corA_2		COG0598	Cobalt/magnesium transport protein CorA
DEOAGECF_06468	CDS	597				hypothetical protein
DEOAGECF_06469	CDS	1023	yfmO			Multidrug efflux protein YfmO
DEOAGECF_06470	CDS	1356				hypothetical protein
DEOAGECF_06471	CDS	774	fabG_15	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEOAGECF_06472	CDS	321				hypothetical protein
DEOAGECF_06473	CDS	828				hypothetical protein
DEOAGECF_06474	CDS	534				hypothetical protein
DEOAGECF_06475	CDS	906				hypothetical protein
DEOAGECF_06476	CDS	1107	xylB_3	1.1.1.90		Aryl-alcohol dehydrogenase
DEOAGECF_06477	CDS	1038	prr_3	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
DEOAGECF_06478	CDS	756				hypothetical protein
DEOAGECF_06479	CDS	561				hypothetical protein
DEOAGECF_06480	CDS	132				hypothetical protein
DEOAGECF_06481	CDS	915				hypothetical protein
DEOAGECF_06482	CDS	1080	dapE_5	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
DEOAGECF_06483	CDS	759				hypothetical protein
DEOAGECF_06484	CDS	861	folP2		COG0294	Inactive dihydropteroate synthase 2
DEOAGECF_06485	CDS	357				hypothetical protein
DEOAGECF_06486	CDS	588	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
DEOAGECF_06487	CDS	804	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
DEOAGECF_06488	CDS	168				hypothetical protein
DEOAGECF_06489	CDS	525		2.1.1.-	COG4122	Putative O-methyltransferase
DEOAGECF_06490	CDS	786				hypothetical protein
DEOAGECF_06491	CDS	993				hypothetical protein
DEOAGECF_06492	CDS	573				hypothetical protein
DEOAGECF_06493	CDS	2322				hypothetical protein
DEOAGECF_06494	CDS	1434	xerC_5			Tyrosine recombinase XerC
DEOAGECF_06495	CDS	204				hypothetical protein
DEOAGECF_06496	CDS	936	tri1_3	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
DEOAGECF_06497	CDS	375			COG3039	IS5 family transposase ISBugl2
DEOAGECF_06498	CDS	459				hypothetical protein
DEOAGECF_06499	CDS	936		1.1.1.-		NADP-dependent 7-alpha-hydroxysteroid dehydrogenase
DEOAGECF_06500	CDS	486				hypothetical protein
DEOAGECF_06501	CDS	456				hypothetical protein
DEOAGECF_06502	CDS	117				hypothetical protein
DEOAGECF_06503	CDS	648	hmuO	1.14.14.18		Heme oxygenase
DEOAGECF_06504	CDS	696			COG0384	putative protein
DEOAGECF_06505	CDS	813				hypothetical protein
DEOAGECF_06506	CDS	1575				hypothetical protein
DEOAGECF_06507	CDS	1428				hypothetical protein
DEOAGECF_06508	CDS	1029	btuF_4			Vitamin B12-binding protein
DEOAGECF_06509	CDS	1092	hmuU_2		COG0609	Hemin transport system permease protein HmuU
DEOAGECF_06510	CDS	867	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
DEOAGECF_06511	CDS	990				hypothetical protein
DEOAGECF_06512	CDS	396				hypothetical protein
DEOAGECF_06513	CDS	396	lrp_3		COG1522	Leucine-responsive regulatory protein
DEOAGECF_06514	CDS	378				hypothetical protein
DEOAGECF_06515	CDS	531	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
DEOAGECF_06516	CDS	1416	cefD_2	5.1.1.17	COG0520	Isopenicillin N epimerase
DEOAGECF_06517	CDS	261				hypothetical protein
DEOAGECF_06518	CDS	627				hypothetical protein
DEOAGECF_06519	CDS	1554	mctP_2			Monocarboxylate transport permease protein
DEOAGECF_06520	CDS	2148	cstA		COG1966	Peptide transporter CstA
DEOAGECF_06521	CDS	210				hypothetical protein
DEOAGECF_06522	CDS	828				hypothetical protein
DEOAGECF_06523	CDS	129				hypothetical protein
DEOAGECF_06524	CDS	2853	helY	3.6.4.-	COG4581	putative helicase HelY
DEOAGECF_06525	CDS	951	tatC		COG0805	Sec-independent protein translocase protein TatC
DEOAGECF_06526	CDS	288	tatA_3			Sec-independent protein translocase protein TatA
DEOAGECF_06527	CDS	195				hypothetical protein
DEOAGECF_06528	CDS	294				hypothetical protein
DEOAGECF_06529	CDS	1047	pafC		COG2378	Protein PafC
DEOAGECF_06530	CDS	954	pafB		COG2378	Protein PafB
DEOAGECF_06531	CDS	372	fkbP	5.2.1.8		FK506-binding protein
DEOAGECF_06532	CDS	1002				hypothetical protein
DEOAGECF_06533	CDS	1149	pafA	6.3.1.19		Pup--protein ligase
DEOAGECF_06534	CDS	426				hypothetical protein
DEOAGECF_06535	CDS	675				hypothetical protein
DEOAGECF_06536	CDS	873	fgd_8	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
DEOAGECF_06537	CDS	792				hypothetical protein
DEOAGECF_06538	CDS	1326				hypothetical protein
DEOAGECF_06539	CDS	696				hypothetical protein
DEOAGECF_06540	CDS	1431				hypothetical protein
DEOAGECF_06541	CDS	537	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
DEOAGECF_06542	CDS	555		1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
DEOAGECF_06543	CDS	561				hypothetical protein
DEOAGECF_06544	CDS	450				hypothetical protein
DEOAGECF_06545	CDS	1398	yhdG_6		COG0531	putative amino acid permease YhdG
DEOAGECF_06546	CDS	348				hypothetical protein
DEOAGECF_06547	CDS	1422				hypothetical protein
DEOAGECF_06548	CDS	585	def_3	3.5.1.88	COG0242	Peptide deformylase
DEOAGECF_06549	CDS	1437	merA_2	1.16.1.1		Mercuric reductase
DEOAGECF_06550	CDS	399	trxC		COG0526	Putative thioredoxin 2
DEOAGECF_06551	CDS	1113	purR_5			HTH-type transcriptional repressor PurR
DEOAGECF_06552	CDS	687				hypothetical protein
DEOAGECF_06553	CDS	2964				hypothetical protein
DEOAGECF_06554	CDS	633				hypothetical protein
DEOAGECF_06555	CDS	2970				hypothetical protein
DEOAGECF_06556	CDS	2526	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
DEOAGECF_06557	CDS	1143	pknD_24	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_06558	CDS	1707	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
DEOAGECF_06559	CDS	1209	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
DEOAGECF_06560	CDS	1125		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
DEOAGECF_06561	CDS	1509	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
DEOAGECF_06562	CDS	588	shbA_2			ECF RNA polymerase sigma factor ShbA
DEOAGECF_06563	CDS	612	degU_11		COG2197	Transcriptional regulatory protein DegU
DEOAGECF_06564	CDS	216				hypothetical protein
DEOAGECF_06565	CDS	1800				hypothetical protein
DEOAGECF_06566	CDS	1167	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
DEOAGECF_06567	CDS	1449	stp_6			Multidrug resistance protein Stp
DEOAGECF_06568	CDS	4110	kdpB_2	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
DEOAGECF_06569	CDS	1986	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
DEOAGECF_06570	CDS	633				hypothetical protein
DEOAGECF_06571	CDS	495				hypothetical protein
DEOAGECF_06572	CDS	765		1.1.1.47	COG1028	Glucose 1-dehydrogenase
DEOAGECF_06573	CDS	1791				hypothetical protein
DEOAGECF_06574	CDS	432				hypothetical protein
DEOAGECF_06575	CDS	897	hcaR_2			Hca operon transcriptional activator HcaR
DEOAGECF_06576	CDS	780	fabG_16	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEOAGECF_06577	tRNA	88				tRNA-Ser(gga)
DEOAGECF_06578	CDS	321		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
DEOAGECF_06579	CDS	198				hypothetical protein
DEOAGECF_06580	CDS	582				hypothetical protein
DEOAGECF_06581	CDS	573				hypothetical protein
DEOAGECF_06582	CDS	423			COG2018	Serine protease inhibitor
DEOAGECF_06583	CDS	3216				hypothetical protein
DEOAGECF_06584	CDS	576				hypothetical protein
DEOAGECF_06585	CDS	399				hypothetical protein
DEOAGECF_06586	CDS	423			COG2018	Serine protease inhibitor
DEOAGECF_06587	CDS	1311				hypothetical protein
DEOAGECF_06588	CDS	429	spoIIAB	2.7.11.1		Anti-sigma F factor
DEOAGECF_06589	CDS	342	rsbV_5		COG1366	Anti-sigma-B factor antagonist
DEOAGECF_06590	CDS	2634	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
DEOAGECF_06591	CDS	423				hypothetical protein
DEOAGECF_06592	CDS	387				hypothetical protein
DEOAGECF_06593	CDS	228				hypothetical protein
DEOAGECF_06594	CDS	798				hypothetical protein
DEOAGECF_06595	CDS	879				hypothetical protein
DEOAGECF_06596	CDS	1419				hypothetical protein
DEOAGECF_06597	CDS	1182				hypothetical protein
DEOAGECF_06598	CDS	1284				hypothetical protein
DEOAGECF_06599	CDS	195				putative protein
DEOAGECF_06600	CDS	885				hypothetical protein
DEOAGECF_06601	CDS	1446	norG		COG1167	HTH-type transcriptional regulator NorG
DEOAGECF_06602	CDS	441				hypothetical protein
DEOAGECF_06603	CDS	579				hypothetical protein
DEOAGECF_06604	CDS	2484		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
DEOAGECF_06605	CDS	432				hypothetical protein
DEOAGECF_06606	CDS	249				hypothetical protein
DEOAGECF_06607	CDS	2823				hypothetical protein
DEOAGECF_06608	CDS	843	ramA_4		COG2771	HTH-type transcriptional activator RamA
DEOAGECF_06609	CDS	1674	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
DEOAGECF_06610	CDS	1608	fadD3_3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
DEOAGECF_06611	CDS	678				hypothetical protein
DEOAGECF_06612	CDS	249	ispG_1	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
DEOAGECF_06613	CDS	849	mshD_8	2.3.1.189		Mycothiol acetyltransferase
DEOAGECF_06614	CDS	546				hypothetical protein
DEOAGECF_06615	CDS	1704	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DEOAGECF_06616	CDS	903				hypothetical protein
DEOAGECF_06617	CDS	492				hypothetical protein
DEOAGECF_06618	CDS	534				hypothetical protein
DEOAGECF_06619	CDS	552	rimP		COG0779	Ribosome maturation factor RimP
DEOAGECF_06620	CDS	1011	nusA		COG0195	Transcription termination/antitermination protein NusA
DEOAGECF_06621	CDS	237				hypothetical protein
DEOAGECF_06622	CDS	1422				hypothetical protein
DEOAGECF_06623	CDS	954	btuD_30	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_06624	CDS	798				hypothetical protein
DEOAGECF_06625	CDS	456				hypothetical protein
DEOAGECF_06626	CDS	858	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
DEOAGECF_06627	CDS	432				hypothetical protein
DEOAGECF_06628	CDS	1152				hypothetical protein
DEOAGECF_06629	CDS	216	mbtH_2		COG3251	Protein MbtH
DEOAGECF_06630	CDS	1638	afsR_4		COG3629	Regulatory protein AfsR
DEOAGECF_06631	CDS	576				hypothetical protein
DEOAGECF_06632	CDS	372				hypothetical protein
DEOAGECF_06633	CDS	639				Thioredoxin-like reductase
DEOAGECF_06634	CDS	777				hypothetical protein
DEOAGECF_06635	CDS	642	sodF1	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
DEOAGECF_06636	CDS	1383	gabP_1		COG1113	GABA permease
DEOAGECF_06637	CDS	582	bioY2		COG1268	Biotin transporter BioY2
DEOAGECF_06638	CDS	1092	gabP_2		COG1113	GABA permease
DEOAGECF_06639	CDS	303				hypothetical protein
DEOAGECF_06640	CDS	216				hypothetical protein
DEOAGECF_06641	CDS	750				hypothetical protein
DEOAGECF_06642	CDS	1377		1.6.99.-	COG1252	NADH dehydrogenase-like protein
DEOAGECF_06643	CDS	1653				hypothetical protein
DEOAGECF_06644	CDS	1266				hypothetical protein
DEOAGECF_06645	CDS	549				hypothetical protein
DEOAGECF_06646	CDS	354				hypothetical protein
DEOAGECF_06647	CDS	2265	arnC_5	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DEOAGECF_06648	CDS	1173				hypothetical protein
DEOAGECF_06649	CDS	696	menG_2	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
DEOAGECF_06650	CDS	516		2.3.1.-	COG1670	Acetyltransferase
DEOAGECF_06651	CDS	1293	menJ	1.3.99.38	COG0644	Menaquinone reductase
DEOAGECF_06652	CDS	636	def_4	3.5.1.88		Peptide deformylase
DEOAGECF_06653	CDS	798				hypothetical protein
DEOAGECF_06654	CDS	420				hypothetical protein
DEOAGECF_06655	CDS	1773				hypothetical protein
DEOAGECF_06656	CDS	867	sugB_2		COG0395	Trehalose transport system permease protein SugB
DEOAGECF_06657	CDS	972	lacF_7			Lactose transport system permease protein LacF
DEOAGECF_06658	CDS	1242				hypothetical protein
DEOAGECF_06659	CDS	1044	ccpA_8		COG1609	Catabolite control protein A
DEOAGECF_06660	CDS	471				hypothetical protein
DEOAGECF_06661	CDS	738	hddC_2	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
DEOAGECF_06662	CDS	1737				hypothetical protein
DEOAGECF_06663	CDS	942		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
DEOAGECF_06664	CDS	1440	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
DEOAGECF_06665	CDS	510	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
DEOAGECF_06666	CDS	777	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
