locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFJJJCJ_07784	CDS	633	hxpA_1	3.1.3.22	COG0637	Hexitol phosphatase A
MMFJJJCJ_07785	CDS	609	ribE	2.5.1.9	COG0307	Riboflavin synthase
MMFJJJCJ_07786	CDS	642	ribM			Riboflavin/roseoflavin transporter RibM
MMFJJJCJ_07787	CDS	1224	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
MMFJJJCJ_07788	CDS	507	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MMFJJJCJ_07789	CDS	876	hisG_1	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MMFJJJCJ_07790	CDS	423				putative protein
MMFJJJCJ_07791	CDS	918				hypothetical protein
MMFJJJCJ_07792	CDS	588				hypothetical protein
MMFJJJCJ_07793	CDS	1224				hypothetical protein
MMFJJJCJ_07794	CDS	903				hypothetical protein
MMFJJJCJ_07795	CDS	1164				hypothetical protein
MMFJJJCJ_07796	CDS	1194	pucA_2	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
MMFJJJCJ_07797	CDS	597	nboR	1.1.1.328		Nicotine blue oxidoreductase
MMFJJJCJ_07798	CDS	1254				hypothetical protein
MMFJJJCJ_07799	CDS	363				hypothetical protein
MMFJJJCJ_07800	CDS	1584	dnaK_4			Chaperone protein DnaK
MMFJJJCJ_07801	CDS	855	grpE_2			Protein GrpE
MMFJJJCJ_07802	CDS	651				hypothetical protein
MMFJJJCJ_07803	CDS	804		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
MMFJJJCJ_07804	CDS	420				hypothetical protein
MMFJJJCJ_07805	CDS	789				hypothetical protein
MMFJJJCJ_07806	CDS	1161				hypothetical protein
MMFJJJCJ_07807	CDS	681	hxpA_2	3.1.3.22	COG0637	Hexitol phosphatase A
MMFJJJCJ_07808	CDS	1173	alsK	2.7.1.55		D-allose kinase
MMFJJJCJ_07809	CDS	417	slyA_5			Transcriptional regulator SlyA
MMFJJJCJ_07810	CDS	609				hypothetical protein
MMFJJJCJ_07811	CDS	1011	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
MMFJJJCJ_07812	CDS	888	rhaS_2			HTH-type transcriptional activator RhaS
MMFJJJCJ_07813	CDS	411				hypothetical protein
MMFJJJCJ_07814	CDS	1116		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
MMFJJJCJ_07815	CDS	810				hypothetical protein
MMFJJJCJ_07816	CDS	10515				hypothetical protein
MMFJJJCJ_07817	CDS	1023	fpuA		COG0614	Petrobactin-binding protein FpuA
MMFJJJCJ_07818	CDS	1089	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
MMFJJJCJ_07819	CDS	1074	yfhA		COG0609	putative siderophore transport system permease protein YfhA
MMFJJJCJ_07820	CDS	825	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
MMFJJJCJ_07821	CDS	321				hypothetical protein
MMFJJJCJ_07822	CDS	411	grpE_3			Protein GrpE
MMFJJJCJ_07823	CDS	1167	dnaJ1		COG0484	Chaperone protein DnaJ 1
MMFJJJCJ_07824	CDS	462				hypothetical protein
MMFJJJCJ_07825	CDS	2601	clpB			Chaperone protein ClpB
MMFJJJCJ_07826	CDS	138				hypothetical protein
MMFJJJCJ_07827	CDS	1326	entS_5			Enterobactin exporter EntS
MMFJJJCJ_07828	CDS	1851				hypothetical protein
MMFJJJCJ_07829	CDS	510				hypothetical protein
MMFJJJCJ_07830	CDS	363				hypothetical protein
MMFJJJCJ_07831	CDS	705				hypothetical protein
MMFJJJCJ_07832	CDS	708				hypothetical protein
MMFJJJCJ_07833	CDS	981				hypothetical protein
MMFJJJCJ_07834	CDS	294				hypothetical protein
MMFJJJCJ_07835	CDS	168				hypothetical protein
MMFJJJCJ_07836	CDS	915			COG0053	putative cation efflux system protein
MMFJJJCJ_07837	CDS	936				hypothetical protein
MMFJJJCJ_07838	CDS	519	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
MMFJJJCJ_07839	CDS	978	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
MMFJJJCJ_07840	tRNA	102				tRNA-Tyr(gta)
MMFJJJCJ_07841	CDS	1074	xylF_2		COG4213	D-xylose-binding periplasmic protein
MMFJJJCJ_07842	CDS	819	frcA_4	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
MMFJJJCJ_07843	CDS	789	xylH_2		COG4214	Xylose transport system permease protein XylH
MMFJJJCJ_07844	CDS	474	xylH_3		COG4214	Xylose transport system permease protein XylH
MMFJJJCJ_07845	CDS	1512	eryA_1	2.7.1.215		Erythritol kinase
MMFJJJCJ_07846	CDS	1485	PSK	2.7.1.47	COG1070	D-ribulose kinase
MMFJJJCJ_07847	CDS	627	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
MMFJJJCJ_07848	CDS	1053		1.17.1.9		Formate dehydrogenase, mitochondrial
MMFJJJCJ_07849	CDS	651	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
MMFJJJCJ_07850	CDS	981				hypothetical protein
MMFJJJCJ_07851	CDS	399				hypothetical protein
MMFJJJCJ_07852	CDS	1065	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MMFJJJCJ_07853	CDS	396	kal	4.3.1.14		3-aminobutyryl-CoA ammonia lyase
MMFJJJCJ_07854	CDS	849	kamE	5.4.3.3	COG5012	Lysine 5,6-aminomutase beta subunit
MMFJJJCJ_07855	CDS	1602	kamD	5.4.3.3		Lysine 5,6-aminomutase alpha subunit
MMFJJJCJ_07856	CDS	951	nphR_2			Transcriptional activator NphR
MMFJJJCJ_07857	CDS	627				hypothetical protein
MMFJJJCJ_07858	CDS	1332				hypothetical protein
MMFJJJCJ_07859	CDS	1065	kdd	1.4.1.11		L-erythro-3,5-diaminohexanoate dehydrogenase
MMFJJJCJ_07860	CDS	1398				hypothetical protein
MMFJJJCJ_07861	CDS	1188	pikC_3	1.14.15.33		Cytochrome P450 monooxygenase PikC
MMFJJJCJ_07862	CDS	1095				hypothetical protein
MMFJJJCJ_07863	CDS	1224	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MMFJJJCJ_07864	CDS	540				hypothetical protein
MMFJJJCJ_07865	CDS	273				hypothetical protein
MMFJJJCJ_07866	CDS	795	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
MMFJJJCJ_07867	CDS	1119				hypothetical protein
MMFJJJCJ_07868	CDS	870			COG2141	putative protein
MMFJJJCJ_07869	CDS	333	gdx_3		COG2076	Guanidinium exporter
MMFJJJCJ_07870	CDS	369				hypothetical protein
MMFJJJCJ_07871	CDS	1812	phsA	1.10.3.4		O-aminophenol oxidase
MMFJJJCJ_07872	CDS	555				hypothetical protein
MMFJJJCJ_07873	CDS	393				hypothetical protein
MMFJJJCJ_07874	CDS	837				hypothetical protein
MMFJJJCJ_07875	CDS	750				hypothetical protein
MMFJJJCJ_07876	CDS	1407	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
MMFJJJCJ_07877	CDS	501				hypothetical protein
MMFJJJCJ_07878	CDS	606				hypothetical protein
MMFJJJCJ_07879	CDS	1635				hypothetical protein
MMFJJJCJ_07880	CDS	192				hypothetical protein
MMFJJJCJ_07881	CDS	1233				hypothetical protein
MMFJJJCJ_07882	CDS	282				hypothetical protein
MMFJJJCJ_07883	CDS	1242				hypothetical protein
MMFJJJCJ_07884	CDS	1224	pbuE_3		COG2814	Purine efflux pump PbuE
MMFJJJCJ_07885	CDS	345				hypothetical protein
MMFJJJCJ_07886	CDS	444			COG1846	putative HTH-type transcriptional regulator
MMFJJJCJ_07887	CDS	387				hypothetical protein
MMFJJJCJ_07888	CDS	627	liaR_13		COG2197	Transcriptional regulatory protein LiaR
MMFJJJCJ_07889	CDS	1155				hypothetical protein
MMFJJJCJ_07890	CDS	741				hypothetical protein
MMFJJJCJ_07891	CDS	906	lnrL_4	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
MMFJJJCJ_07892	CDS	1242	pip_4	3.4.11.5		Proline iminopeptidase
MMFJJJCJ_07893	CDS	585				hypothetical protein
MMFJJJCJ_07894	CDS	1440				hypothetical protein
MMFJJJCJ_07895	CDS	483				hypothetical protein
MMFJJJCJ_07896	CDS	330				hypothetical protein
MMFJJJCJ_07897	CDS	207				hypothetical protein
MMFJJJCJ_07898	CDS	798				hypothetical protein
MMFJJJCJ_07899	CDS	546				hypothetical protein
MMFJJJCJ_07900	CDS	987	lnrL_5	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
MMFJJJCJ_07901	CDS	876				hypothetical protein
MMFJJJCJ_07902	CDS	1356	rpoD_3			RNA polymerase sigma factor RpoD
MMFJJJCJ_07903	CDS	1008				hypothetical protein
MMFJJJCJ_07904	CDS	1197	menE_5	6.2.1.26	COG0318	putative 2-succinylbenzoate--CoA ligase
MMFJJJCJ_07905	CDS	900	menB_2	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
MMFJJJCJ_07906	CDS	960	menC_4	4.2.1.113	COG4948	o-succinylbenzoate synthase
MMFJJJCJ_07907	CDS	1692	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
MMFJJJCJ_07908	CDS	903	tam_6	2.1.1.144		Trans-aconitate 2-methyltransferase
MMFJJJCJ_07909	CDS	606	sutR_5		COG1396	HTH-type transcriptional regulator SutR
MMFJJJCJ_07910	CDS	849				hypothetical protein
MMFJJJCJ_07911	CDS	414			COG2018	Serine protease inhibitor
MMFJJJCJ_07912	CDS	354				hypothetical protein
MMFJJJCJ_07913	CDS	609				hypothetical protein
MMFJJJCJ_07914	CDS	1329	pikC_4	1.14.15.33		Cytochrome P450 monooxygenase PikC
MMFJJJCJ_07915	CDS	1209	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MMFJJJCJ_07916	CDS	693	yknY_4	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MMFJJJCJ_07917	CDS	1158				hypothetical protein
MMFJJJCJ_07918	CDS	549				hypothetical protein
MMFJJJCJ_07919	CDS	657	tcrA_5		COG0745	Transcriptional regulatory protein TcrA
MMFJJJCJ_07920	CDS	1284	sasA_21	2.7.-.-		Adaptive-response sensory-kinase SasA
MMFJJJCJ_07921	CDS	1797	htpG_2			Chaperone protein HtpG
MMFJJJCJ_07922	CDS	2082				hypothetical protein
MMFJJJCJ_07923	CDS	600				hypothetical protein
MMFJJJCJ_07924	CDS	384				hypothetical protein
MMFJJJCJ_07925	CDS	201				hypothetical protein
MMFJJJCJ_07926	CDS	942	psdht_3	4.2.1.-		Phenylserine dehydratase
MMFJJJCJ_07927	CDS	225				hypothetical protein
MMFJJJCJ_07928	CDS	639				hypothetical protein
MMFJJJCJ_07929	CDS	2181				hypothetical protein
MMFJJJCJ_07930	CDS	1128				hypothetical protein
MMFJJJCJ_07931	CDS	1005				hypothetical protein
MMFJJJCJ_07932	CDS	2085				hypothetical protein
MMFJJJCJ_07933	CDS	1623				hypothetical protein
MMFJJJCJ_07934	CDS	756				hypothetical protein
MMFJJJCJ_07935	CDS	111				hypothetical protein
MMFJJJCJ_07936	CDS	1350				hypothetical protein
MMFJJJCJ_07937	CDS	1356			COG0477	putative protein
MMFJJJCJ_07938	CDS	396				hypothetical protein
MMFJJJCJ_07939	CDS	657	gph_6	3.1.3.18		Phosphoglycolate phosphatase
MMFJJJCJ_07940	CDS	576				hypothetical protein
MMFJJJCJ_07941	CDS	429				hypothetical protein
MMFJJJCJ_07942	CDS	621				hypothetical protein
MMFJJJCJ_07943	CDS	465				hypothetical protein
MMFJJJCJ_07944	CDS	2427				hypothetical protein
MMFJJJCJ_07945	CDS	420				hypothetical protein
MMFJJJCJ_07946	CDS	1653				hypothetical protein
MMFJJJCJ_07947	CDS	408	merR1_2			Mercuric resistance operon regulatory protein
MMFJJJCJ_07948	CDS	312				hypothetical protein
MMFJJJCJ_07949	CDS	429	hmrR			HTH-type transcriptional regulator HmrR
MMFJJJCJ_07950	CDS	639	merB	4.99.1.2		Alkylmercury lyase
MMFJJJCJ_07951	CDS	906	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
MMFJJJCJ_07952	rRNA	74				5S ribosomal RNA (partial)
MMFJJJCJ_07953	CDS	621				hypothetical protein
MMFJJJCJ_07954	CDS	276				hypothetical protein
MMFJJJCJ_07955	CDS	510				hypothetical protein
MMFJJJCJ_07956	CDS	648	mftR_2			Putative mycofactocin biosynthesis transcriptional regulator MftR
MMFJJJCJ_07957	CDS	291	esxA_4			ESAT-6-like protein EsxA
MMFJJJCJ_07958	CDS	348				hypothetical protein
MMFJJJCJ_07959	CDS	336				hypothetical protein
MMFJJJCJ_07960	CDS	1164				hypothetical protein
MMFJJJCJ_07961	CDS	1275				hypothetical protein
MMFJJJCJ_07962	CDS	1173		1.3.99.-		Acyl-CoA dehydrogenase FadE29
MMFJJJCJ_07963	CDS	1098		1.3.99.-		Acyl-CoA dehydrogenase FadE28
MMFJJJCJ_07964	CDS	1623		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
MMFJJJCJ_07965	CDS	615	kstR_2			HTH-type transcriptional repressor KstR
MMFJJJCJ_07966	CDS	882				hypothetical protein
MMFJJJCJ_07967	CDS	168				hypothetical protein
MMFJJJCJ_07968	CDS	1233	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
MMFJJJCJ_07969	CDS	783				hypothetical protein
MMFJJJCJ_07970	CDS	1776	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
MMFJJJCJ_07971	CDS	1884	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
MMFJJJCJ_07972	CDS	2298				hypothetical protein
MMFJJJCJ_07973	CDS	1440				hypothetical protein
MMFJJJCJ_07974	CDS	1539	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
MMFJJJCJ_07975	CDS	1557				hypothetical protein
MMFJJJCJ_07976	CDS	513	ydhP_9		COG2814	Inner membrane transport protein YdhP
MMFJJJCJ_07977	CDS	3735				hypothetical protein
MMFJJJCJ_07978	CDS	210				hypothetical protein
MMFJJJCJ_07979	CDS	690	COQ3_7	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MMFJJJCJ_07980	CDS	375				hypothetical protein
MMFJJJCJ_07981	CDS	1527				hypothetical protein
MMFJJJCJ_07982	CDS	711	phoP_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MMFJJJCJ_07983	CDS	474				hypothetical protein
MMFJJJCJ_07984	CDS	1122				hypothetical protein
MMFJJJCJ_07985	CDS	1485	ade	3.5.4.2		Adenine deaminase
MMFJJJCJ_07986	CDS	756	ureD			Urease accessory protein UreD
MMFJJJCJ_07987	CDS	660	ureG		COG0378	Urease accessory protein UreG
MMFJJJCJ_07988	CDS	201				hypothetical protein
MMFJJJCJ_07989	CDS	399	hisI_2	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
MMFJJJCJ_07990	CDS	210			COG1278	Cold shock-like protein 7.0
MMFJJJCJ_07991	CDS	1851	msbA_3	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MMFJJJCJ_07992	CDS	1782		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MMFJJJCJ_07993	CDS	1236				hypothetical protein
MMFJJJCJ_07994	CDS	444				hypothetical protein
MMFJJJCJ_07995	CDS	360				hypothetical protein
MMFJJJCJ_07996	CDS	1179				hypothetical protein
MMFJJJCJ_07997	CDS	1146	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MMFJJJCJ_07998	CDS	1206				hypothetical protein
MMFJJJCJ_07999	CDS	1143		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MMFJJJCJ_08000	CDS	840				hypothetical protein
MMFJJJCJ_08001	CDS	1302	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
MMFJJJCJ_08002	CDS	1254	ddmA2	1.18.1.3		Dicamba O-demethylase 2, ferredoxin reductase component
MMFJJJCJ_08003	CDS	1221	ybjJ_5			Inner membrane protein YbjJ
MMFJJJCJ_08004	CDS	462				hypothetical protein
MMFJJJCJ_08005	CDS	393				hypothetical protein
MMFJJJCJ_08006	CDS	1440				hypothetical protein
MMFJJJCJ_08007	CDS	603				hypothetical protein
MMFJJJCJ_08008	CDS	348				hypothetical protein
MMFJJJCJ_08009	CDS	1266				hypothetical protein
MMFJJJCJ_08010	CDS	192				hypothetical protein
MMFJJJCJ_08011	CDS	300				hypothetical protein
MMFJJJCJ_08012	CDS	369				hypothetical protein
MMFJJJCJ_08013	CDS	132				hypothetical protein
MMFJJJCJ_08014	CDS	585				hypothetical protein
MMFJJJCJ_08015	CDS	315				hypothetical protein
MMFJJJCJ_08016	CDS	1152				hypothetical protein
MMFJJJCJ_08017	CDS	2883	gcvP	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
MMFJJJCJ_08018	CDS	2433				hypothetical protein
MMFJJJCJ_08019	CDS	600			COG0789	putative HTH-type transcriptional regulator
MMFJJJCJ_08020	CDS	471			COG1259	putative protein
MMFJJJCJ_08021	CDS	702			COG0789	putative HTH-type transcriptional regulator
MMFJJJCJ_08022	CDS	537				hypothetical protein
MMFJJJCJ_08023	CDS	690				hypothetical protein
MMFJJJCJ_08024	CDS	333				hypothetical protein
MMFJJJCJ_08025	CDS	198				hypothetical protein
MMFJJJCJ_08026	CDS	426				hypothetical protein
MMFJJJCJ_08027	CDS	1614	murJ_3			lipid II flippase MurJ
MMFJJJCJ_08028	CDS	1227				hypothetical protein
MMFJJJCJ_08029	CDS	1002			COG0861	putative membrane protein
MMFJJJCJ_08030	CDS	2199		1.3.99.-		Acyl-CoA dehydrogenase FadE34
MMFJJJCJ_08031	CDS	357				hypothetical protein
MMFJJJCJ_08032	CDS	441				hypothetical protein
MMFJJJCJ_08033	CDS	864				hypothetical protein
MMFJJJCJ_08034	CDS	1395				hypothetical protein
MMFJJJCJ_08035	CDS	888				hypothetical protein
MMFJJJCJ_08036	CDS	660				hypothetical protein
MMFJJJCJ_08037	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
MMFJJJCJ_08038	CDS	1464	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
MMFJJJCJ_08039	CDS	576				hypothetical protein
MMFJJJCJ_08040	CDS	165				hypothetical protein
MMFJJJCJ_08041	CDS	825				hypothetical protein
MMFJJJCJ_08042	CDS	1425		4.1.1.105	COG0076	Tryptophan decarboxylase
MMFJJJCJ_08043	CDS	882				hypothetical protein
MMFJJJCJ_08044	CDS	348	yjbR		COG2315	putative protein YjbR
MMFJJJCJ_08045	CDS	246				hypothetical protein
MMFJJJCJ_08046	CDS	138				hypothetical protein
MMFJJJCJ_08047	CDS	624	rmlC_4	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MMFJJJCJ_08048	CDS	1428	evaA	4.2.1.159		dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
MMFJJJCJ_08049	CDS	1008		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
MMFJJJCJ_08050	CDS	1329	desVII_2	2.4.1.277		10-deoxymethynolide desosaminyltransferase
MMFJJJCJ_08051	CDS	1197	mycG_5	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
MMFJJJCJ_08052	CDS	894		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
MMFJJJCJ_08053	CDS	888	eryG	2.1.1.254		Erythromycin 3''-O-methyltransferase
MMFJJJCJ_08054	CDS	1371	desVII_3	2.4.1.277		10-deoxymethynolide desosaminyltransferase
MMFJJJCJ_08055	CDS	1263		1.14.-.-	COG2124	Cytochrome P450 107B1
MMFJJJCJ_08056	CDS	333				hypothetical protein
MMFJJJCJ_08057	CDS	843	rebM_2	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
MMFJJJCJ_08058	CDS	1239	ftsZ			Cell division protein FtsZ
MMFJJJCJ_08059	CDS	747	ftsQ		COG1589	Cell division protein FtsQ
MMFJJJCJ_08060	CDS	1410	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MMFJJJCJ_08061	CDS	1083	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MMFJJJCJ_08062	CDS	1263	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MMFJJJCJ_08063	CDS	1404	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MMFJJJCJ_08064	CDS	1062	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MMFJJJCJ_08065	CDS	1386	murF_2	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MMFJJJCJ_08066	CDS	1266	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MMFJJJCJ_08067	CDS	582				hypothetical protein
MMFJJJCJ_08068	CDS	816	tam_7	2.1.1.144		Trans-aconitate 2-methyltransferase
MMFJJJCJ_08069	CDS	252				hypothetical protein
MMFJJJCJ_08070	CDS	300				hypothetical protein
MMFJJJCJ_08071	CDS	480				hypothetical protein
MMFJJJCJ_08072	CDS	2004				hypothetical protein
MMFJJJCJ_08073	CDS	804				hypothetical protein
MMFJJJCJ_08074	CDS	351	ksi_2	5.3.3.1		Steroid Delta-isomerase
MMFJJJCJ_08075	CDS	558				hypothetical protein
MMFJJJCJ_08076	CDS	288				hypothetical protein
MMFJJJCJ_08077	CDS	588				hypothetical protein
MMFJJJCJ_08078	CDS	375				hypothetical protein
MMFJJJCJ_08079	CDS	663	lnrK_8		COG2197	Transcriptional regulatory protein LnrK
MMFJJJCJ_08080	CDS	1173				hypothetical protein
MMFJJJCJ_08081	CDS	171				hypothetical protein
MMFJJJCJ_08082	CDS	342				hypothetical protein
MMFJJJCJ_08083	CDS	1068	glpQ_3	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
MMFJJJCJ_08084	CDS	981				hypothetical protein
MMFJJJCJ_08085	CDS	1005		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
MMFJJJCJ_08086	CDS	456				hypothetical protein
MMFJJJCJ_08087	CDS	1302				hypothetical protein
MMFJJJCJ_08088	CDS	393				hypothetical protein
MMFJJJCJ_08089	CDS	330				Single-stranded DNA-binding protein
MMFJJJCJ_08090	CDS	933				hypothetical protein
MMFJJJCJ_08091	CDS	948				hypothetical protein
MMFJJJCJ_08092	rRNA	110				5S ribosomal RNA
MMFJJJCJ_08093	CDS	2415				hypothetical protein
MMFJJJCJ_08094	CDS	2862				hypothetical protein
MMFJJJCJ_08095	CDS	699		1.14.-.-	COG2124	Putative cytochrome P450 135B1
MMFJJJCJ_08096	CDS	912				hypothetical protein
MMFJJJCJ_08097	CDS	672				hypothetical protein
MMFJJJCJ_08098	CDS	798	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
MMFJJJCJ_08099	CDS	831		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
MMFJJJCJ_08100	CDS	444	rplM		COG0102	50S ribosomal protein L13
MMFJJJCJ_08101	CDS	519	rpsI		COG0103	30S ribosomal protein S9
MMFJJJCJ_08102	CDS	1344	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MMFJJJCJ_08103	CDS	333				hypothetical protein
MMFJJJCJ_08104	CDS	663				hypothetical protein
MMFJJJCJ_08105	CDS	957				hypothetical protein
MMFJJJCJ_08106	CDS	972	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
MMFJJJCJ_08107	CDS	885				hypothetical protein
MMFJJJCJ_08108	CDS	948	bcrA_4			Bacitracin transport ATP-binding protein BcrA
MMFJJJCJ_08109	CDS	717				hypothetical protein
MMFJJJCJ_08110	CDS	1080				hypothetical protein
MMFJJJCJ_08111	CDS	2790				hypothetical protein
MMFJJJCJ_08112	CDS	1887		3.2.1.28	COG3387	Trehalase
MMFJJJCJ_08113	CDS	1629	phoD_9	3.1.3.1	COG3540	Alkaline phosphatase D
MMFJJJCJ_08114	CDS	978				hypothetical protein
MMFJJJCJ_08115	CDS	2253	secDF		COG0341	Protein translocase subunit SecDF
MMFJJJCJ_08116	CDS	1041	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
MMFJJJCJ_08117	CDS	606	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
MMFJJJCJ_08118	CDS	1293	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
MMFJJJCJ_08119	CDS	768	lytR		COG3279	Sensory transduction protein LytR
MMFJJJCJ_08120	CDS	372				hypothetical protein
MMFJJJCJ_08121	CDS	1722	actP_2			Cation/acetate symporter ActP
MMFJJJCJ_08122	CDS	888	nfo	3.1.21.2	COG0648	putative endonuclease 4
MMFJJJCJ_08123	CDS	1917	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
MMFJJJCJ_08124	CDS	330	embR_3		COG1716	Transcriptional regulatory protein EmbR
MMFJJJCJ_08125	CDS	825				hypothetical protein
MMFJJJCJ_08126	CDS	363				hypothetical protein
MMFJJJCJ_08127	CDS	495				hypothetical protein
MMFJJJCJ_08128	CDS	1083				putative protein
MMFJJJCJ_08129	CDS	1368				hypothetical protein
MMFJJJCJ_08130	CDS	1101	tet(X)_4	1.14.13.231		Flavin-dependent monooxygenase
MMFJJJCJ_08131	CDS	726	tetR_8			Tetracycline repressor protein class E
MMFJJJCJ_08132	tRNA	74				tRNA-Ala(ggc)
MMFJJJCJ_08133	CDS	1332				hypothetical protein
MMFJJJCJ_08134	CDS	390				hypothetical protein
MMFJJJCJ_08135	CDS	1128				hypothetical protein
MMFJJJCJ_08136	CDS	564	thpR_2	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
MMFJJJCJ_08137	CDS	1221	entS_6			Enterobactin exporter EntS
MMFJJJCJ_08138	CDS	474			COG1846	putative HTH-type transcriptional regulator
MMFJJJCJ_08139	CDS	795		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
MMFJJJCJ_08140	CDS	570				hypothetical protein
MMFJJJCJ_08141	CDS	258				hypothetical protein
MMFJJJCJ_08142	CDS	3057				hypothetical protein
MMFJJJCJ_08143	CDS	852				hypothetical protein
MMFJJJCJ_08144	CDS	378				hypothetical protein
MMFJJJCJ_08145	CDS	669	regX3_3		COG0745	Sensory transduction protein regX3
MMFJJJCJ_08146	CDS	420				hypothetical protein
MMFJJJCJ_08147	CDS	807	trpC_2	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
MMFJJJCJ_08148	CDS	1311	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MMFJJJCJ_08149	CDS	813	trpA_2	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MMFJJJCJ_08150	CDS	675				hypothetical protein
MMFJJJCJ_08151	CDS	798				hypothetical protein
MMFJJJCJ_08152	CDS	1269	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MMFJJJCJ_08153	CDS	699				hypothetical protein
